text,label,label_raw,speaker,image_path
"Herschel Walker “is heavily funded by the oil and gas industry, raking in more than $140,000 in donations from Big Oil and other energy interests.""",Real,half-true,League of Conservation Voters,news_images\Real_7_607.jpg
"“(Raphael) Warnock’s camp was shut down for failing to report five findings of child abuse and neglect.""",Real,half-true,Herschel Walker,news_images\Real_7_608.jpg
"“Ted Budd voted to cut Medicare and Social Security and voted to raise the retirement age, too.”",Real,half-true,Senate Majority PAC,news_images\Real_7_609.jpg
They were “never my comments” that a woman can’t get pregnant from rape.,Real,half-true,Yesli Vega,news_images\Real_7_610.jpg
"Abraham Hamadeh says he will “lock up doctors, nurses, pharmacists” and “punish women for abortion.”",Real,half-true,Kris Mayes,news_images\Real_7_611.jpg
“Marco Rubio le ha votado en contra a los Dreamers”.,Real,half-true,Florida Immigrant Coalition,news_images\Real_7_612.jpg
"""Deidre DeJear refused to stand for police.""",Real,half-true,Kim Reynolds,news_images\Real_7_613.jpg
Pennsylvania drop boxes were “pre-loaded” with ballots.,Real,half-true,Instagram posts,news_images\Real_7_614.jpg
“Kids are resistant to COVID as opposed to older people.”,Real,half-true,Tom Horne,news_images\Real_7_615.jpg
A Phoenix TV station aired the election results more than a week early.,Real,half-true,Instagram posts,news_images\Real_7_616.jpg
Adam Laxalt is “anti-DACA” and “fought against the protections for DACA recipients when he was attorney general.”,Real,half-true,Catherine Cortez Masto,news_images\Real_7_617.jpg
"New York state is outpacing the rest of the country, because shootings in New York are down 10%, and across the country the drop is only 2%.",Real,half-true,Kathy Hochul,news_images\Real_7_618.jpg
“Boston University CREATES a new COVID strain that has an 80% kill rate.”,Real,half-true,Instagram posts,news_images\Real_7_619.jpg
"A dog endured “unimaginable pain and suffering” during heart research experiments, “just one of 300 killed in (Dr. Mehmet) Oz’s lab.”",Real,half-true,Senate Majority PAC,news_images\Real_7_620.jpg
"Abraham Hamadeh misled ""about his legal experience.”",Real,half-true,Arizona Democratic Party,news_images\Real_7_621.jpg
"“Over the past 5 years, natural gas costs have gone up over 200%” in the United States.",Real,half-true,Joe Manchin,news_images\Real_7_622.jpg
"Abigail Spanberger supported “nearly $1 billion in stimulus checks for prisoners, including domestic terrorists.”",Real,half-true,National Republican Congressional Committee,news_images\Real_7_623.jpg
"The Biden administration has “created” more than double the number of jobs per month, on average, than any other administration going back to George H.W. Bush.",Real,half-true,Joe Biden,news_images\Real_7_624.jpg
“Tim Ryan when he ran for president two years ago … supported banning fracking both on public lands and generally speaking.”,Real,half-true,JD Vance,news_images\Real_7_625.jpg
"U.S. Sen. Marco Rubio ""has denied climate change.""",Real,half-true,Val Demings,news_images\Real_7_626.jpg
Adam Laxalt “would let Nevada and other states ban abortion with zero exceptions.”,Real,half-true,Democratic Senatorial Campaign Committee,news_images\Real_7_627.jpg
Says Mandela Barnes “supported a 20% increase in the gas tax.”,Real,half-true,Ron Johnson,news_images\Real_7_628.jpg
"Val Demings ""voted to allow transgender youth sports and teaching radical gender identity without parental consent.""",Real,half-true,Marco Rubio,news_images\Real_7_629.jpg
"“Under federal law, you cannot engage in partisan gerrymandering.”",Fake,false,Fentrice Driskell,news_images\Fake_1_630.jpg
Imagen muestra que “950 inmigrantes derrumbaron el muro fronterizo entre México y Estados Unidos intentando ingresar a Estados Unidos” en abril 2026.,Fake,false,Instagram posts,news_images\Fake_1_631.jpg
“Secret Service remains unpaid” during the partial government shutdown.,Fake,false,Tim Scott,news_images\Fake_1_632.jpg
Video shows “unedited raw security footage” of the shooter at the April 25 White House Correspondents’ Association dinner.,Fake,false,Social Media,news_images\Fake_1_633.jpg
"“Tras el atentado a Trump”, en la cena de corresponsales de la Casa Blanca el 25 de abril, “Irán lanza un mensaje fuerte: ‘no le crean nada, miente’”.",Fake,false,Social Media,news_images\Fake_1_634.jpg
Video shows President Donald Trump at the Walter Reed National Military Medical Center.,Fake,false,Facebook posts,news_images\Fake_1_635.jpg
"Video shows the United States’ April 19, 2026, strike on an Iranian cargo ship.",Fake,false,Social Media,news_images\Fake_1_636.jpg
"El papa León XIV ""pide destituir a Donald Trump"".",Fake,false,Social Media,news_images\Fake_1_637.jpg
“Thom Tillis is no longer a senator.”,Fake,false,Donald Trump,news_images\Fake_1_638.jpg
Photos and clips show the moon from Artemis II.,Fake,false,Social Media,news_images\Fake_1_639.jpg
Video shows a US soldier crying and saying she misses home and her family.,Fake,false,Social Media,news_images\Fake_1_640.jpg
Video shows ICE agent removing “US citizen on a plane for being Latino.”,Fake,false,Facebook posts,news_images\Fake_1_641.jpg
Image shows President Donald Trump asked Florida Gov. Ron DeSantis on Truth Social to pardon Tiger Woods following a DUI charge.,Fake,false,Social Media,news_images\Fake_1_642.jpg
Video shows Israelis fleeing to Cyprus.,Fake,false,Social Media,news_images\Fake_1_643.jpg
"""Youth underemployment for college grads is 70%"" nationwide.",Fake,false,James Fishback,news_images\Fake_1_644.jpg
Video shows toddler crying over casket of American service member killed in Iran.,Fake,false,Social Media,news_images\Fake_1_645.jpg
El líder de Corea del Norte Kim Jong Un dijo que “ningún Dios podrá proteger a Estados Unidos de nuestras nuevas armas”.,Fake,false,TikTok posts,news_images\Fake_1_646.jpg
"""BREAKING: So the Israeli media reports Itamar Ben‑Gvir died in a 'car crash,' while in fact he’s been obliterated by an Iranian missile strike on his home.""",Fake,false,X posts,news_images\Fake_1_647.jpg
Iran “also has some Tomahawks.”,Fake,false,Donald Trump,news_images\Fake_1_648.jpg
“El régimen de Irán ha confesado que (el Cuerpo de la Guardia Revolucionaria Islámica) bombardeó por error… una escuela iraní” el 28 de febrero.,Fake,false,X posts,news_images\Fake_1_649.jpg
Iran released a list of U.S. cities it will target.,Fake,false,Social Media,news_images\Fake_1_650.jpg
"The Biden administration ""reversed"" a policy of deporting people in the country illegally who have committed felonies.",Fake,false,Ashley Moody,news_images\Fake_1_651.jpg
The 2015 Iran nuclear agreement “gave (Iran) the right to have top-of-the-line nuclear weapons.”,Fake,false,Donald Trump,news_images\Fake_1_652.jpg
"Video shows a US air base in Riyadh, Saudi Arabia, being destroyed by Iran.",Fake,false,X posts,news_images\Fake_1_653.jpg
“The regime in Iran has now confessed that the (Islamic Revolutionary Guard Corps) mistakenly bombed an Iranian school yesterday.”,Fake,false,X posts,news_images\Fake_1_654.jpg
"“Israeli shooter opened fire inside an Austin (Texas) bar” on March 1, 2026.",Fake,false,X posts,news_images\Fake_1_655.jpg
An Instagram video shows a New York City man sculpting a car out of snow.,Fake,false,Instagram posts,news_images\Fake_1_656.jpg
Says Sam Page “got busted calling Trump’s (immigration) plan unrealistic.”,Fake,false,NC True Conservatives PAC,news_images\Fake_1_657.jpg
"Imagen muestra a Puerto Vallarta, México, después de la muerte de Nemesio “El Mencho” Oseguera Cervantes, el líder del Cártel Jalisco Nueva Generación.",Fake,false,Social Media,news_images\Fake_1_658.jpg
"After U.S. vessel strikes in the Caribbean Sea and Pacific Ocean, “drugs entering our country by sea are down 97%.”",Fake,false,Donald Trump,news_images\Fake_1_659.jpg
"Image shows Puerto Vallarta, Mexico, after the killing of Nemesio “El Mencho” Oseguera Cervantes, the head of Jalisco New Generation Cartel.",Fake,false,Social Media,news_images\Fake_2_660.jpg
Says “90% of health care spending treats chronic disease.”,Fake,false,Robert F. Kennedy Jr.,news_images\Fake_2_661.jpg
"Savannah Guthrie's husband’s company is listed as a ""co conspirator"" in the Epstein files, “in case you're wondering why now of all times for (her) mother to be 'kidnapped.'""",Fake,false,X posts,news_images\Fake_2_662.jpg
"“Durante su presentación en el Super Bowl, Bad Bunny le regaló su premio Grammy a Liam Conejo Ramos”, el niño de 5 años que fue detenido por ICE.",Fake,false,Social Media,news_images\Fake_2_663.jpg
"During the Super Bowl halftime show, “Bad Bunny brought Liam Conejo Ramos onto the stage,” the 5-year-old detained by Immigration and Customs Enforcement in Minneapolis.",Fake,false,Social Media,news_images\Fake_2_664.jpg
"""Right now we're focused on Minneapolis because that's where we have the highest concentration of people who have violated our immigration laws.""",Fake,false,JD Vance,news_images\Fake_2_665.jpg
"An image shows Alex Pretti holding a gun, not a phone, while pinned by federal immigration agents in Minneapolis.",Fake,false,X posts,news_images\Fake_2_666.jpg
Protesters against the federal immigration crackdown in Minnesota are conducting “fake protests done by agitators and professional insurrectionists. …They're professional troublemakers.”,Fake,false,Donald Trump,news_images\Fake_2_667.jpg
"“Trump’s $2,000 tariff dividend is live but you must act.”",Fake,false,Major Gross Profit,news_images\Fake_2_668.jpg
"Video showing a vacant lot at a Venice, California, address where 26 voters were registered exposes voter fraud.",Fake,false,Benny Johnson,news_images\Fake_2_669.jpg
The former U.S. childhood vaccine schedule called for babies to get “72 injections.”,Fake,false,Donald Trump,news_images\Fake_2_670.jpg
A letter sent to postal service employees about working during emergencies such as civil unrest is a sign that President Donald Trump will impose martial law.,Fake,false,Social Media,news_images\Fake_2_671.jpg
"“By federal law, if you sign someone up for Medicaid, you also give them the right to vote. … This is political patronage at the expense of Medicaid.”",Fake,false,Mehmet Oz,news_images\Fake_2_672.jpg
"""If we stop this fraud, this massive fraud, we're going to have a balanced budget.""",Fake,false,Donald Trump,news_images\Fake_2_673.jpg
A document shows Minnesota shooting victim Renee Good had a record of child abuse.,Fake,false,Social Media,news_images\Fake_2_674.jpg
Credit card companies would be “in violation of the law” if they don’t cap interest rates at 10% by Jan. 20.,Fake,false,Donald Trump,news_images\Fake_2_675.jpg
Viral photo shows the woman killed by an ICE agent Jan. 7 in Minneapolis.,Fake,false,Social Media,news_images\Fake_2_676.jpg
Maduro was “flooding America with deadly fentanyl.”,Fake,false,Donald Trump,news_images\Fake_2_677.jpg
Venezuelan leader Nicolás Maduro “was releasing people from his prisons and sending them to our southern border under the Biden administration.”,Fake,false,Ron DeSantis,news_images\Fake_2_678.jpg
"Video shows “leaked Donald Trump audio about the Epstein files and Venezuela.""",Fake,false,Facebook posts,news_images\Fake_2_679.jpg
Gov. Tim Walz had Democratic lawmaker Melissa Hortman killed.,Fake,false,Donald Trump,news_images\Fake_2_680.jpg
Video shows “millions of Venezuelans flooded the streets of Caracas” to celebrate Nicolás Maduro’s capture.,Fake,false,Alex Jones,news_images\Fake_2_681.jpg
Brown University student Mustapha Karbouch was a suspect in school shooting.,Fake,false,Social Media,news_images\Fake_2_682.jpg
Image shows Rob Reiner tweeted in 2023 that he would stop posting until “Trump goes to prison.”,Fake,false,Laura Loomer,news_images\Fake_2_683.jpg
The U.S. has received promises of investments totaling $18 trillion to $22 trillion since January.,Fake,false,Donald Trump,news_images\Fake_2_684.jpg
“I take responsibility for putting people in jail” in Minnesota fraud scandal.,Fake,false,Tim Walz,news_images\Fake_2_685.jpg
"Any pardon signed with an autopen is now ""fully and completely terminated, and is of no legal effect.""",Fake,false,Donald Trump,news_images\Fake_2_686.jpg
A new North Carolina law “prohibits the use of wireless communication devices while driving.”,Fake,false,Facebook posts,news_images\Fake_2_687.jpg
"“This Thanksgiving, turkey prices are at their lowest point since 2000.”",Fake,false,Richard Hudson,news_images\Fake_2_688.jpg
“I have just gotten the highest poll numbers of my ‘political career.’”,Fake,false,Donald Trump,news_images\Fake_2_689.jpg
"“There’s about 1,400 criminal illegal aliens that, right now, are in North Carolina and Charlotte’s jails that they refuse to turn over to ICE law enforcement.”",Fake,false,Tricia McLaughlin,news_images\Fake_3_690.jpg
West Virginia is “the only state losing population.”,Fake,false,Kayla Young,news_images\Fake_3_691.jpg
Video shows President Donald Trump patting President Bill Clinton’s crotch.,Fake,false,TikTok posts,news_images\Fake_3_692.jpg
“My tariffs … are helping to slash the deficit this year by more than 25%.”,Fake,false,Donald Trump,news_images\Fake_3_693.jpg
“RFK Jr. flees the scene after Novo Nordisk Executive Gordon Findlay collapsed in the Oval Office.”,Fake,false,X posts,news_images\Fake_3_694.jpg
“The New York City ballot form is a scam” because “mayoral candidates appear twice.”,Fake,false,Elon Musk,news_images\Fake_3_695.jpg
"The federal government “decided to shut down the SNAP machines, so that they can’t be used.”",Fake,false,JB Pritzker,news_images\Fake_3_696.jpg
The majority of Supplemental Nutrition Assistance Program recipients are not U.S. citizens.,Fake,false,X posts,news_images\Fake_3_697.jpg
"Video shows Hurricane Melissa hitting Jamaica on Oct. 26, 2025.",Fake,false,X posts,news_images\Fake_3_698.jpg
"“The Trump administration just declared that erecting a ballroom is the president’s main priority,” rather than issues such as the cost of living and health care.",Fake,false,Hakeem Jeffries,news_images\Fake_3_699.jpg
Democrats are “dishonestly sending around a video from 2017” claiming it was an Oct. 18 ‘No Kings’ rally in Boston.,Fake,false,Ted Cruz,news_images\Fake_3_700.jpg
Un video muestra un “arresto por robo que la policía de Chicago realizó hace más de un año”.,Fake,false,Tricia McLaughlin,news_images\Fake_3_701.jpg
A video shows a “burglary arrest Chicago Police made over a year ago.”,Fake,false,Tricia McLaughlin,news_images\Fake_3_702.jpg
"“As a condition for ending the Democrat shutdown, Democrats want hospitals (to be) paid MORE to treat illegal aliens than American citizens.”",Fake,false,Mike Johnson,news_images\Fake_3_703.jpg
Democrats shut down the government because they want “health care for illegal aliens and funding for free abortions.”,Fake,false,Rick Scott,news_images\Fake_3_704.jpg
“Portland is burning to the ground.”,Fake,false,Donald Trump,news_images\Fake_3_705.jpg
“Los demócratas están amenazando con cerrar todo el gobierno porque quieren dar cientos de miles de millones de dólares en beneficios de cuidado de salud a los inmigrantes ilegales”.,Fake,false,JD Vance,news_images\Fake_3_706.jpg
“Democrats are threatening to shut down the entire government because they want to give hundreds of billions of dollars of health care benefits to illegal aliens.”,Fake,false,JD Vance,news_images\Fake_3_707.jpg
"Small children are given ""80 different vaccines.""",Fake,false,Donald Trump,news_images\Fake_3_708.jpg
“Erika Kirk is banned from Romania because her Evangelical group was accused of trafficking children out of Romanian villages.”,Fake,false,X posts,news_images\Fake_3_709.jpg
The U.S. currently has “no inflation.”,Fake,false,Donald Trump,news_images\Fake_3_710.jpg
"There was not “a single, prominent conservative voice in the country that even remotely wanted or hoped or was pushing to get Jimmy Kimmel taken off the air.”",Fake,false,Sean Hannity,news_images\Fake_3_711.jpg
Former President Barack Obama eliminated a law that “held news corporations accountable for lying to the American people.”,Fake,false,Social Media,news_images\Fake_3_712.jpg
Former North Carolina Gov. Roy Cooper “bears direct responsibility” for the fatal stabbing of a woman on the Charlotte rail system.,Fake,false,Michael Whatley,news_images\Fake_3_713.jpg
A book on Amazon titled “The Shooting of Charlie Kirk” with a Sept. 9 publication date is evidence the event was staged.,Fake,false,X posts,news_images\Fake_3_714.jpg
"“Wind and solar energy infrastructure is essentially worthless when it is dark outside, and when the wind is not blowing.”",Fake,false,U.S. Energy Department,news_images\Fake_3_715.jpg
Video shows Chicago salt trucks were used “to slow traffic and block access points in response to an incoming ICE operation.”,Fake,false,TikTok posts,news_images\Fake_3_716.jpg
President Donald Trump’s “official schedule was suddenly suspended.”,Fake,false,X posts,news_images\Fake_3_717.jpg
The U.S. Census included a citizenship question “for over 150 years” before the Obama administration.,Fake,false,James Uthmeier,news_images\Fake_3_718.jpg
"In Washington, D.C., “We always have a murder a week.”",Fake,false,Donald Trump,news_images\Fake_3_719.jpg
"""If you go back to World War II, if you go back to World War I, if you go back to every major conflict in human history, they all end with some kind of negotiation.""",Fake,false,JD Vance,news_images\Fake_4_720.jpg
An Aug. 23 video shows “the military’s already showing up in Chicago” before a potential National Guard deployment.,Fake,false,X posts,news_images\Fake_4_721.jpg
"TikTok videos show police clearing out homeless encampments in Washington, D.C.",Fake,false,TikTok posts,news_images\Fake_4_722.jpg
"With voting machines, ""They say we're going to have the results in two weeks. With paper ballots, you have the results that night.""",Fake,false,Donald Trump,news_images\Fake_4_723.jpg
“We are now the only country in the world that uses mail-in voting.”,Fake,false,Donald Trump,news_images\Fake_4_724.jpg
"Washington, D.C., has 41 homicides per 100,000 people, “No. 1 that we can find anywhere in the world.”",Fake,false,Donald Trump,news_images\Fake_4_725.jpg
The official U.S. government website erased sections of the U.S. Constitution without amending it.,Fake,false,Threads posts,news_images\Fake_4_726.jpg
"Osos pardos, bisontes y pumas están huyendo del Parque Nacional de Yellowstone hacia Salt Lake City, Utah.",Fake,false,TikTok posts,news_images\Fake_4_727.jpg
“Democrats have 24 more seats (in Congress) than they would have if illegal aliens were not counted in the census.”,Fake,false,John Blust,news_images\Fake_4_728.jpg
"Elk, grizzly bears, bison and mountain lions are fleeing Yellowstone National Park to Salt Lake City, Utah.",Fake,false,TikTok posts,news_images\Fake_4_729.jpg
"President Donald Trump “made 4,725 wire transfers” to Jeffrey Epstein, totaling nearly $1.1 billion.",Fake,false,Social Media,news_images\Fake_4_730.jpg
"“Home Depot signed a deal that pays them $250 million with DHS, allowing ICE agents to stake out their parking lots and arrest immigrants.”",Fake,false,Threads posts,news_images\Fake_4_731.jpg
Suspect in July 28 New York City shooting “was shouting Free Palestine and wearing a Keffiyeh.”,Fake,false,X posts,news_images\Fake_4_732.jpg
Democrats paid Beyoncé $11 million for an endorsement.,Fake,false,Donald Trump,news_images\Fake_4_733.jpg
The Jeffrey Epstein plea agreement “was a sweetheart plea deal that was made under the Obama administration.”,Fake,false,Markwayne Mullin,news_images\Fake_4_734.jpg
"Images show “Egyptian youth who put some food, baby formula, rice, and flour in bottles and threw them into the sea, hoping it would reach Gaza.”",Fake,false,Social Media,news_images\Fake_4_735.jpg
Tariffs are “going to pay off our deficit.”,Fake,false,Howard Lutnick,news_images\Fake_4_736.jpg
"El sheriff del condado Kerr, Texas dijo, “que se debe solicitar la residencia permanente para el equipo de rescate mexicano que rescató a su familia”.",Fake,false,TikTok posts,news_images\Fake_4_737.jpg
"The Kerr County, Texas, sheriff “said he would apply for a green card for the Mexican rescue team that saved his family.”",Fake,false,X posts,news_images\Fake_4_738.jpg
There is “zero impact” from Alligator Alcatraz on the Florida Everglades.,Fake,false,Ron DeSantis,news_images\Fake_4_739.jpg
Former Gov. Roy Cooper is scheduled to speak at a Winston-Salem coffee shop July 18 at 11 a.m. about the “future of North Carolina.”,Fake,false,X posts,news_images\Fake_4_740.jpg
Almost 5 million able-bodied Medicaid recipients “simply choose not to work” and “spend six hours a day socializing and watching television.”,Fake,false,Scott Jennings,news_images\Fake_4_741.jpg
The Rainmaker Technology Corp.’s cloud seeding caused the July 4 flooding in Texas.,Fake,false,Social Media,news_images\Fake_4_742.jpg
“Si dios fuera ilegal lo deportariamos palabras del gobernador de Texas”.,Fake,false,TikTok posts,news_images\Fake_4_743.jpg
“Donald Trump acaba de firmar una nueva orden que pone al país en alerta máxima y sella las fronteras para todos los residentes” el 1 de julio.,Fake,false,TikTok posts,news_images\Fake_4_744.jpg
"Una nueva ley permite aplicar a “la residencia permanente de forma directa, rápida y sin salir del país” si los migrantes han vivido al menos siete años en EE.UU.",Fake,false,TikTok posts,news_images\Fake_4_745.jpg
President Donald Trump signed an executive order for “a total border shutdown with no set reopening date” on July 1.,Fake,false,TikTok posts,news_images\Fake_4_746.jpg
"A new “community recognition” law allows people to apply for “permanent residency directly, quickly, and without leaving the country” if they have “resided continuously in the United States for at least seven years, regardless of their current immigration status.”",Fake,false,TikTok posts,news_images\Fake_4_747.jpg
Idaho shooting suspect Wess Roley faced criminal charges and had a no-contact order from his family.,Fake,false,X posts,news_images\Fake_4_748.jpg
New York City mayoral candidate Zohran Mamdani is a communist.,Fake,false,Donald Trump,news_images\Fake_4_749.jpg
Video shows protesters “outraged” over U.S. attacks in Iran.,Fake,false,X posts,news_images\Fake_5_750.jpg
"Photo shows Israeli pilot Sarah Ahronot, who was captured by Iran.",Fake,false,X posts,news_images\Fake_5_751.jpg
Video shows “massive fire after Iranian missile made impact in Tel Aviv” in June 2025.,Fake,false,X posts,news_images\Fake_5_752.jpg
“Governor Tim Walz has DELETED every post he made praising Minnesota (assassin) Vance Boelter.”,Fake,false,Social Media,news_images\Fake_5_753.jpg
"Image shows an antifa debit card that can “automatically be funded after looting, rioting and gang stalking.”",Fake,false,X posts,news_images\Fake_5_754.jpg
Video shows the New York Mets “showed a Pride flag instead of the American flag” during the national anthem.,Fake,false,X posts,news_images\Fake_5_755.jpg
Video shows Marine Corps attack helicopter over Los Angeles in response to immigration raid protests.,Fake,false,X posts,news_images\Fake_5_756.jpg
"Says Karoline Leavitt said, “America cannot function if President Trump has to deal with co-equal branches of government having the ability to check his power.”",Fake,false,X posts,news_images\Fake_5_757.jpg
"Companies called “T-Mellon Events” and “Fight Fite Fight LLC” are offering to pay “seat fillers” in Washington, D.C, on June 14.",Fake,false,Social Media,news_images\Fake_5_758.jpg
Immigration and Customs Enforcement agents raided Los Angeles' Gratts Learning Academy during a June graduation ceremony.,Fake,false,Instagram posts,news_images\Fake_5_759.jpg
"Video shows woman exiting her car during the 2025 Los Angeles protests, shouting, “I have babies in the car!”",Fake,false,X posts,news_images\Fake_5_760.jpg
Craigslist ad was “recruiting people for LA ‘protests.’”,Fake,false,TikTok posts,news_images\Fake_5_761.jpg
Video shows Los Angeles protesters chanting “We are Los Angeles” in June 2025.,Fake,false,TikTok posts,news_images\Fake_5_762.jpg
"If the “Big, Beautiful” tax and spending bill doesn’t pass, “there will be a 68% tax increase.”",Fake,false,Donald Trump,news_images\Fake_5_763.jpg
Video shows “Marines have arrived in Los Angeles” June 8 to respond to immigration protests.,Fake,false,X posts,news_images\Fake_5_764.jpg
“BREAKING: Rep. Maxine Waters calls for the United States to grant citizenship to every undocumented protester in Los Angeles” 2025 protests.,Fake,false,Facebook posts,news_images\Fake_5_765.jpg
Video shows a police car burning during June 2025 Los Angeles protests.,Fake,false,X posts,news_images\Fake_5_766.jpg
Target “opts out of Pride month and replaced its Pride collection with an America First Summer display.”,Fake,false,X posts,news_images\Fake_5_767.jpg
The state budget contains the largest middle class tax cut in 70 years.,Fake,false,Kathy Hochul,news_images\Fake_5_768.jpg
Image shows Ben & Jerry’s is selling “Free Palestine” and “From the River to Sea” ice cream flavors.,Fake,false,Viral image,news_images\Fake_5_769.jpg
“Contractors are being rejected” from providing Hurricane Helene relief in North Carolina because of racial “quotas” required by the state.,Fake,false,Brenden Jones,news_images\Fake_5_770.jpg
“We are not cutting” the Supplemental Nutrition Assistance Program.,Fake,false,Mike Johnson,news_images\Fake_5_771.jpg
Harvard University “refuse(s) to tell us” who its international students are.,Fake,false,Donald Trump,news_images\Fake_5_772.jpg
El gobernador de Florida Ron DeSantis firmó ley que prohíbe a inmigrantes ilegalmente en el país echar gasolina.,Fake,false,TikTok posts,news_images\Fake_5_773.jpg
The Republican tax and spending bill will let President Donald Trump “delay or cancel elections — legally.”,Fake,false,Social Media,news_images\Fake_5_774.jpg
"Rep. LaMonica McIver, D-N.J., started singing during a May 20 CNN interview.",Fake,false,X posts,news_images\Fake_5_775.jpg
"In the House bill, “we’re not changing Medicaid,” only cutting “waste, fraud and abuse.”",Fake,false,Donald Trump,news_images\Fake_5_776.jpg
The Sean “Diddy” Combs trial testimony revealed that former President Barack Obama was “caught in secret meetings with Diddy’s drug runner.”,Fake,false,X posts,news_images\Fake_5_777.jpg
La presidenta de México Claudia Sheinbaum dijo que el choque del buque Cuauhtémoc contra el puente de Brooklyn en Nueva York no fue un accidente y puede ser un acto hostil.,Fake,false,TikTok posts,news_images\Fake_5_778.jpg
President Donald Trump’s tax and spending bill “does not add to the deficit.”,Fake,false,Karoline Leavitt,news_images\Fake_5_779.jpg
Former President Joe Biden’s cancer is a form of “turbo cancer” caused by mRNA vaccines.,Fake,false,X posts,news_images\Fake_6_780.jpg
"It’s “all true” that the measles vaccine wanes quickly, was never fully safety tested and contains fetal debris.",Fake,false,Robert F. Kennedy Jr.,news_images\Fake_6_781.jpg
"Declining cargo traffic at U.S. ports “means we lose less money. … When you say it's slowed down, that's a good thing.”",Fake,false,Donald Trump,news_images\Fake_6_782.jpg
"The Immigration and Nationality Act “stripped Article III courts, that's the judicial branch, of jurisdiction over immigration cases.”",Fake,false,Stephen Miller,news_images\Fake_6_783.jpg
"The Digital Equity Act is a handout ""based on race,” and “illegal.”",Fake,false,Donald Trump,news_images\Fake_6_784.jpg
"“In 1996, Congress specifically authorized the executive branch to conduct non-judicial deportations NOT SUBJECT TO DUE PROCESS.”",Fake,false,Social Media,news_images\Fake_6_785.jpg
"Headline said, “Pope Leo XIV was a founding member of the 2020 anarchist Portland Autonomous Zone known as CHAZ.”",Fake,false,X posts,news_images\Fake_6_786.jpg
“We have now close to $10 trillion” in investments. “We’re talking about essentially two months.”,Fake,false,Donald Trump,news_images\Fake_6_787.jpg
"“If people come into our country illegally, there’s a different standard” for due process.",Fake,false,Donald Trump,news_images\Fake_6_788.jpg
"Video shows Canadian Prime Minister Mark Carney saying effective June 1, “all vehicles manufactured before 2000 will be gradually phased off Canadian roads due to safety and emissions standards.”",Fake,false,TikTok posts,news_images\Fake_6_789.jpg
"The federal government’s Women, Peace and Security program is a “Biden initiative.”",Fake,false,Pete Hegseth,news_images\Fake_6_790.jpg
“We had a couple of states where gasoline was at $1.98 a gallon.”,Fake,false,Donald Trump,news_images\Fake_6_791.jpg
"Arizona Democrats “needed a lawsuit to force them to remove 50,000 noncitizens from voter rolls.”",Fake,false,X posts,news_images\Fake_6_792.jpg
Former U.S. Rep. Liz Cheney wrote a viral letter to Democrats suggesting steps to take against the Trump administration.,Fake,false,Facebook posts,news_images\Fake_6_793.jpg
"Cody Balmer, the person charged with setting fire to Pennsylvania governor’s residence, posted a photo that said “F--- Trump.”",Fake,false,X posts,news_images\Fake_6_794.jpg
"Photos and videos show Washington, D.C., protests against White House adviser Elon Musk are “staged & paid — bussed in, scripted, clocked out.”",Fake,false,X posts,news_images\Fake_6_795.jpg
"In 2024, “China made $1 trillion off trade with the United States.”",Fake,false,Donald Trump,news_images\Fake_6_796.jpg
"“China cancela la venta de TikTok” y “a partir de finales de abril los usuarios estadounidenses tendrán que pagar una tarifa mensual obligatoria para seguir usando TikTok"".",Fake,false,TikTok posts,news_images\Fake_6_797.jpg
The U.S. is “taking in almost $2 billion a day in tariffs.”,Fake,false,Donald Trump,news_images\Fake_6_798.jpg
"Says Kevin Hassett, National Economic Council director, said on April 7, “Trump is considering a 90-day pause in tariffs for all countries except China.”",Fake,false,X posts,news_images\Fake_6_799.jpg
Video shows South African news outlet reporting Ukraine President Volodymyr Zelenskyy “purchased a controlling stake” in a mine.,Fake,false,Viral image,news_images\Fake_6_800.jpg
"Says Cleveland Clinic said, “Millions of COVID-vaxxed will die within ‘5 years.’”",Fake,false,Facebook posts,news_images\Fake_6_801.jpg
“White hats to investigate Wisconsin Supreme Court election.”,Fake,false,Viral image,news_images\Fake_6_802.jpg
"Photo shows “Pope Francis, shaking the hand of the priest of the Church of Satan.”",Fake,false,Facebook posts,news_images\Fake_6_803.jpg
"Says Elon Musk wrote on X, “The DOGE team has discovered tens of millions of dollars spent on golf by a single government official.”",Fake,false,Viral image,news_images\Fake_6_804.jpg
"“Caitlin Clark stuns the globe, rejects Elon Musk’s $15 million offer.”",Fake,false,Facebook posts,news_images\Fake_6_805.jpg
Video of gray skies in northern Michigan is proof of weather modification.,Fake,false,Facebook posts,news_images\Fake_6_806.jpg
Conservative activist Laura Loomer’s reporting proves “Alex Wong is the individual who added (journalist) Jeffrey Goldberg” to the Trump administration Signal group text about bombing Yemen.,Fake,false,Facebook posts,news_images\Fake_6_807.jpg
Video shows “how Denmark reacted when Trump said he wanted to buy Greenland.”,Fake,false,Viral image,news_images\Fake_6_808.jpg
"“Daughter of boxing legend, Muhammed Ali, Laila Ali, has lost her life while giving birth in a Canadian hospital.”",Fake,false,Facebook posts,news_images\Fake_6_809.jpg
"Says President Donald Trump wrote on Truth Social, “I am ending dual citizenship under the Espionage Act and all these traitors will be ‘denaturalized and deported.’”",Fake,false,Viral image,news_images\Fake_7_810.jpg
Images show damage from an “earthquake in Thailand.”,Fake,false,Facebook posts,news_images\Fake_7_811.jpg
